id,课程名,评论
80,Angular JS 仿拉勾网 WebApp  开发移动端单页应用,可以的
78,Python升级3.6 强力Django+杀手级Xadmin打造在线教育平台,很不错，老师讲的很好。
78,Python升级3.6 强力Django+杀手级Xadmin打造在线教育平台,还没看完
78,Python升级3.6 强力Django+杀手级Xadmin打造在线教育平台,思路清晰，内容精简，没有废话，全是干货
78,Python升级3.6 强力Django+杀手级Xadmin打造在线教育平台,不错的
78,Python升级3.6 强力Django+杀手级Xadmin打造在线教育平台,棒棒哒
78,Python升级3.6 强力Django+杀手级Xadmin打造在线教育平台,正在努力的学习中
89,双平台真实开发GitHub App  React Native技术全面掌握,虽然自己已经开发了一年RN，回过头来学习这个教程还是有很多启发
89,双平台真实开发GitHub App  React Native技术全面掌握,"在这之前在网上有找其他的RN视频教程看过，默默地对比了一下：
优点：
1、各个功能讲的比较细致，逻辑较为清晰；  
2、有意识的引导学员封装公共函数；   
3、语速适中；   
4、有对Android的兼容性处理；   
5、以GitHub为实例，熟悉了GitHub（意外收获）
缺点：
1、对于很多接触前端不久的人员来说有些操作可能是很有必要的，如：RN环境搭建，RAP,  morkjs等；

以上；

继续学习中..."
89,双平台真实开发GitHub App  React Native技术全面掌握,可以，从前端过来，网上找资料自学了一段时间，然后很多特别是布局方面的东西，路由跳转方面的跟之前学的很不同。然后踩了了很多坑，实在踩不动了就买视频学习了。其中讲解得十分精妙，感觉非常不错，解决了很多实用性问题
89,双平台真实开发GitHub App  React Native技术全面掌握,老师的活跃度很高啊，提问区的问题跟群里的问题都能及时的到回复，很不错。
89,双平台真实开发GitHub App  React Native技术全面掌握,整体上还行，毕竟这是新出的框架还有待完善
89,双平台真实开发GitHub App  React Native技术全面掌握,不错的课程  让自己对RN app开发有了更深入的了解
89,双平台真实开发GitHub App  React Native技术全面掌握,还在继续学习当中，看了有三章课程整体来说还是相当满意，但是后期视频剪辑有点瑕疵，有些地方代码上一秒是一个样子下一秒就有很大变化，那个地方又没有解释就觉得很尴尬
89,双平台真实开发GitHub App  React Native技术全面掌握,"老师的代码很规范,逻辑清晰.目前只看到了第二章,不过已经感觉老师对于封装的使用十分熟练,也解决了我一直头疼的代码冗余.赞!!!!"
89,双平台真实开发GitHub App  React Native技术全面掌握,"5月24日到现在，终于学完了课程；
课程结构清晰，内容丰富，涵盖APP开发的各个环节；
撸完基础课程和实战课程，对RN也更熟悉了。谢谢老师，谢谢慕课网！"
89,双平台真实开发GitHub App  React Native技术全面掌握,内容很翔实，学到了很多东西，如果有redux相关的知识就更好了
89,双平台真实开发GitHub App  React Native技术全面掌握,通过学习，至少觉得已经入门了react native开发，等待后续有机会实实在在使用react开发一个app
89,双平台真实开发GitHub App  React Native技术全面掌握,内容非常实用，思路也很清晰，老师讲得非常易理解，学习起来感觉一点也不吃力。个人觉得有点不好的就是老师有时候会把同一句话重复次，个人觉得这些话并不是技术重点或难点或注意事项，所以感觉有点小啰嗦，总体而言非常棒，让老师看齐，向大牛看齐。
89,双平台真实开发GitHub App  React Native技术全面掌握,通过学习，至少觉得已经入门了react native开发，等待后续有机会实实在在使用react开发一个app
89,双平台真实开发GitHub App  React Native技术全面掌握,内容很实用，项目虽小，五脏俱全，结构的设计也有值得学习的地方
89,双平台真实开发GitHub App  React Native技术全面掌握,老师在群里面经常会问我们入到了什么问题，都很热心的帮我们解决。本身我自己是做Java开发很多年了，一直想但是没时间去学习下APP开发。不经意间在慕课网上看到了老师的React Native课程介绍感觉还不错，就每天晚上有时间就看下，因为对JavaScript用的比较多，所以学起来并不吃力，就感觉有时候对一些基本组件控件的认知度不够，还有对一些第三方SDK也不清楚。。。老师逻辑清晰，组件、方法的封装给人一种老司机的感觉。。。
89,双平台真实开发GitHub App  React Native技术全面掌握,首先难度非常适合，而且出去写后台的部分直接利用github的api，非常有条理很清晰，老师也很热情，
89,双平台真实开发GitHub App  React Native技术全面掌握,快速过了一遍自己需要的知识，课程很详尽。对 react native 也有了粗浅的认识。老师在群里非常活跃，有问必答。希望课程学完能在老师的指导下完成自己的第一个 APP。
89,双平台真实开发GitHub App  React Native技术全面掌握,比较实用，比起动辄几千的培训学校还是很值得
48,前端到后台ThinkPHP开发整站,通过学习，将很多知识点全部串了起来，感觉很受用，准备再看几遍，给老师点个赞……
48,前端到后台ThinkPHP开发整站,学到很多东西，对ThinkPHP框架有进一步了解。
48,前端到后台ThinkPHP开发整站,学习了之后，瞬间理解了很多以前想不通的知识，老师讲的特别好，期待更多视频！！！
48,前端到后台ThinkPHP开发整站,很值得学系的一们课程，坑多，知识多，慢慢填吧。
48,前端到后台ThinkPHP开发整站,在第89天的时候，终于全部学完了。讲一节，跟着做一节。通过三个月的学习，获益匪浅。还需要继续研究，进一步吃透代码。最后感谢老师。
48,前端到后台ThinkPHP开发整站,虽然我的课程还有3节才学完，但还是忍不住提早来提交评价。今天在学习过程中又遇到问题，老师又像以前一样不厌其烦的指导我。由于问题比较复杂，我们在QQ对话中不能解决，老师的电脑又不能远程。所以老师要了我的网站的帐户和密码登录查看我写的代码，最后终于找到了代码写错的地方，而且还截图给我。singwa老师真的不错，顶顶顶！！！
48,前端到后台ThinkPHP开发整站,作为php新手的第一个thinkphp框架项目很适合，小到函数方法的实现，大到项目的流程、架构，都讲的面面俱到。老师，棒棒哒！点个赞！
74,Vue.js高仿饿了么外卖App 1.0到2.0版本完美升级,对学习Vue帮助很大
50,响应式开发一招致胜,老师讲课通俗易懂 紧跟时代前沿  项目已做完提交 https://github.com/guobb/ResponsiveWeb.git 这个地址 欢迎伙伴提出宝贵的意见 共同学习 共同进步
50,响应式开发一招致胜,"对于我这种新手小白来说。 
我觉得干货满满，  姜老师讲的课很受用。
避免了很多弯路。  感谢姜老师！~   
另外在学习JS的时候感觉不是那么容易学习，期待姜老师有关于JS的课程！~"
50,响应式开发一招致胜,对于初学者以及实战经验不丰富的人群来说，这是一门偏基础的好课，讲得不仅仅是响应式。不过还是很期待老师后续能有JS的专题课，有干货，一定买！
50,响应式开发一招致胜,"老师的课程非常不错, 系统的基础知识, 分享了自己在实际的一些宝贵经验, 工具的应用,注意事项,期待老师其他课程"
81,带领新手快速开发Android App,老师真的讲的很好
81,带领新手快速开发Android App,非常好。。。 奈斯
81,带领新手快速开发Android App,通俗易懂。
89,双平台真实开发GitHub App  React Native技术全面掌握,很不错，循序渐进，思路清晰，值得购买学习。
48,前端到后台ThinkPHP开发整站,这是我在慕课网买的第一个实战课程，只是一直没怎么认真看过。转眼间大半年过去了，才决定找些业余时间把这个项目认真做一做。不得不说这课程的内容真是非常丰富，每个功能和模块都介绍的相当细致，尤其是需求分析和异步处理对我影响很深。之后我按照自己的想法用Bootstrap3.2和ThinkPHP5.0重构了这个项目（项目地址：https://github.com/woider/ArticleCMS）在做这个项目的过程中踩了很多的坑也收获了很多新的知识，项目完成后更是满满的成就感。最后感谢慕课网发布的精品课程，感谢老师的细心指导，感谢同学们在GitHub上给我点赞。
48,前端到后台ThinkPHP开发整站,看了几节，还可以。建议多结合thinkphp框架本身的特点来讲，比如输入过滤，自动验证、自动完成等。
74,Vue.js高仿饿了么外卖App 1.0到2.0版本完美升级,很有帮助
74,Vue.js高仿饿了么外卖App 1.0到2.0版本完美升级,学完了，很有帮助
74,Vue.js高仿饿了么外卖App 1.0到2.0版本完美升级,从这门课里学到了很多，在工作中帮助很大
74,Vue.js高仿饿了么外卖App 1.0到2.0版本完美升级,"有一点难,需要坚持"
74,Vue.js高仿饿了么外卖App 1.0到2.0版本完美升级,两个字：好
74,Vue.js高仿饿了么外卖App 1.0到2.0版本完美升级,真牛逼，五星好评！！！
74,Vue.js高仿饿了么外卖App 1.0到2.0版本完美升级,一个字 好！！！
74,Vue.js高仿饿了么外卖App 1.0到2.0版本完美升级,简单易懂，讲的也很详细
74,Vue.js高仿饿了么外卖App 1.0到2.0版本完美升级,非常清楚。
74,Vue.js高仿饿了么外卖App 1.0到2.0版本完美升级,老师讲的很全面，学到了很多技巧
96,Java大牛 带你从0到上线开发企业级电商项目,感觉还可以   正在学习 期待中 谢谢老师
96,Java大牛 带你从0到上线开发企业级电商项目,满分，很多细节讲的很细致，该粗的粗，该细的细~~~~
96,Java大牛 带你从0到上线开发企业级电商项目,刚刚学习了2章，回去补框架基础了，课程结构清晰，坐等第二期。
96,Java大牛 带你从0到上线开发企业级电商项目,老师讲的很给力，20多小时，学到的东西太多了
96,Java大牛 带你从0到上线开发企业级电商项目,逻辑性强，功能模块重用性高。期待下一期课程
96,Java大牛 带你从0到上线开发企业级电商项目,挺好的  可以学到很多知识，老师讲的也不错  并且还专门为我们加大疑难问题
57,Yii 2.0开发一个仿京东商城平台,JASON是一个非常棒的老师！
57,Yii 2.0开发一个仿京东商城平台,正在看，很有帮助。
92,聚焦Python分布式爬虫必学框架Scrapy 打造搜索引擎,外面的爬虫课程你随便比，就目前为止，找到更好的算我输。不过在耐心看完前面的scrapy课程，已经亲手做了很多爬虫之后，反而看后面的打造搜索引擎部分有点懈怠了，飘飘然了，不过还是慢慢看完的，哈哈
92,聚焦Python分布式爬虫必学框架Scrapy 打造搜索引擎,课程很详细，原理和操作过程都讲得很清楚，对于有一定经验的人很容易上手。没有python经验的最好先补充一下。总的来说，本课程很实际，名副其实的实战课程。
94,Angular 4.0从入门到实战 打造股票管理网站,之前Angular2刚出来的时候就在学习，看了一段时间的官方文档，也跟着敲代码，但总感觉很难理解新概念，然后就放弃了，直到遇到老师的课程，这门课程入门真的是太棒了，很多概念通俗易懂，每个知识点都是例子，不学会都很难，期待高级实战课程～
48,前端到后台ThinkPHP开发整站,讲得不错，很适合有基础没实战开发经验的学员学习！老师也讲得比较详细。
48,前端到后台ThinkPHP开发整站,老师讲的很好，逻辑清晰，内容也非常完整。
48,前端到后台ThinkPHP开发整站,"讲的很好,思路清晰.收获很大,期待能讲讲tp5"
48,前端到后台ThinkPHP开发整站,老师讲得很好，之前没有完整做过一个网站，通过这个课程了解了很多东西。希望老师以后能出个课程讲下高并发、分布式等知识点。
48,前端到后台ThinkPHP开发整站,代码封装性好，老师讲课的思路也是非常清晰。
48,前端到后台ThinkPHP开发整站,思路清晰，就是最后几节课突然冒出来的代码都没讲....
48,前端到后台ThinkPHP开发整站,喜欢老师的思路，讲解的比较明确。 赞一个。
48,前端到后台ThinkPHP开发整站,挺好的，但是可能对基础要求有点高。逻辑是完整的，代码需要自己完善。
48,前端到后台ThinkPHP开发整站,老师讲的很细很实用，不过内容好多，现在还没看完~
48,前端到后台ThinkPHP开发整站,首先要具备基础知识，然后老师讲的时候，要想，跟着老师一起敲代码，我才完成一遍，还要多看几次才能真正的理解到啊。
48,前端到后台ThinkPHP开发整站,讲得很好，以前没有完整做过一个网站，学完后知道该怎么实现，这个教程很实用。希望老师以后能出个课程讲下实际项目中做一个网站需要掌握哪些开发技术以及需要注意的细节点等等
74,Vue.js高仿饿了么外卖App 1.0到2.0版本完美升级,很不错
74,Vue.js高仿饿了么外卖App 1.0到2.0版本完美升级,NICE
74,Vue.js高仿饿了么外卖App 1.0到2.0版本完美升级,实用，学习了
93,全方位解读带前后台的电商项目 拔高Java开发项目全技能,学的差不多了，感觉收获很多，干货满满！课程侧重于多种技术组件使用及扩展，技术方案的设计思想模式，以及多年电商开发经验思路分享总结，立马感觉自己多了好几年的开发经验，哈哈，开玩笑。下面具体来说说，项目里面，代码及功能的抽象化设计（支付、DAO及缓存的两种操作方式对比）、可扩展性设计（可扩展支付方案）、公共组件的抽取（DAO操作、缓存操作）、第三方组件的扩展、框架的灵活应用（比如可扩展支付中支付方式的选择，Spring根据接口获得多个实现类）、辅助开发工具（RDM）、RBAC的设计与实现（管理后台权限）等等都是值得学习的地方。赞赞赞
96,Java大牛 带你从0到上线开发企业级电商项目,真心不错，这样具体学习可以学到很多不知道的流程。
96,Java大牛 带你从0到上线开发企业级电商项目,"不错不错,又接触很多新知识,哈哈,加油!"
96,Java大牛 带你从0到上线开发企业级电商项目,忘记原来是可以评价的啊，老师讲的还是很详细的，只是留着这么大一个悬念，啥时候出2期啊
96,Java大牛 带你从0到上线开发企业级电商项目,感谢Geely老师，课程内容非常实用，坐等二期。
96,Java大牛 带你从0到上线开发企业级电商项目,不错，受益匪浅，不知道下一期什么时候能出？
96,Java大牛 带你从0到上线开发企业级电商项目,请问老师，项目中是怎么处理高并发的，谢谢。
96,Java大牛 带你从0到上线开发企业级电商项目,完美！！可是我好像给差评啊，因为这样老师会注意到我，咦嘿嘿~
96,Java大牛 带你从0到上线开发企业级电商项目,Very good，期待下一期，Geely老师，下一期见！\^o^/
96,Java大牛 带你从0到上线开发企业级电商项目,"非常感谢Geely老师的耐心讲解和问题解答,课程非常不错,期待下期课程."
96,Java大牛 带你从0到上线开发企业级电商项目,老师讲的很棒。要是能把商品模型再具体点就好了。。非常想了解一般电商sku，spu等等，
96,Java大牛 带你从0到上线开发企业级电商项目,很不错，讲的很细，也提到很多细节是平时不注意到的
96,Java大牛 带你从0到上线开发企业级电商项目,确实不错的实战 虽然没看几章 但学到了挺多的 赞一个
96,Java大牛 带你从0到上线开发企业级电商项目,整体而言，比较清晰，期待后续的课程。。。。
96,Java大牛 带你从0到上线开发企业级电商项目,算是进阶学习吧，java基础学习之后，想要系统地学习一些在工作中会用到的东西，还是挺好的
57,Yii 2.0开发一个仿京东商城平台,对我是有帮助的
57,Yii 2.0开发一个仿京东商城平台,突然开车:-P
57,Yii 2.0开发一个仿京东商城平台,还不错
57,Yii 2.0开发一个仿京东商城平台,课程内容 只能说妥妥的
57,Yii 2.0开发一个仿京东商城平台,老师讲的非常好，逻辑清晰易懂
57,Yii 2.0开发一个仿京东商城平台,老师讲的非常好，提出问题也会及时解决
57,Yii 2.0开发一个仿京东商城平台,老师课程非常好！感谢老师
57,Yii 2.0开发一个仿京东商城平台,讲得很好的
57,Yii 2.0开发一个仿京东商城平台,讲的很好
57,Yii 2.0开发一个仿京东商城平台,老师讲的很详细，对初学者很友好
95,Node.js项目线上服务器部署与发布,Scott 老师的课程都非常棒，讲得很细，从讲课中能感受到 Scott 对代码及其熟练， 发音也足够清晰，逻辑明了， 很少有按照课程走不下去的情况， 当然这个课程我没走下去是前面课程没有看完，  跳过 Scott 的其他课程自己看这门课 容易懵逼， 期待 Scott 的更多课程， 干货满满，技术难度都是中高， 需要下点功夫。
95,Node.js项目线上服务器部署与发布,"已经上线成功，老实讲，工作中都是切静态页面，然后交给别人，就基本上没自己啥事情了，对如何部署，代理，更新等偏运维 
 方面的一直很好奇，但没有机会，所以这门课程对我来说很解渴。"
95,Node.js项目线上服务器部署与发布,"肥肠好~网站已上线  www.yijingzheng.com
没这个视频我还在闭门造车"
95,Node.js项目线上服务器部署与发布,非常好，内容全面，详略适当。将scott老师的视频总结成了一篇博客《linux云服务器常用设置》：http://www.cnblogs.com/xiaohuochai/p/7749727.html。希望可以帮助到更多人
95,Node.js项目线上服务器部署与发布,感谢 Scott 发布这么适用的课程，带我揭开了云服务器神秘的面纱。其实在学之前也做过一些尝试，不过都失败了，网上搜的也不是很详细，也走了不少弯路。看课程也用了不少时间，总共看了两遍，第二遍对一些操作方式做了总结，欢迎查阅：https://github.com/savoygu/blog，自己新增的内容我会进行特殊说明，一起来玩耍啊。
95,Node.js项目线上服务器部署与发布,"2016.4月份学习 Scott老师的进击的Node.js，慢慢地地懂了一些后端知识，到现在这门部署上线,我对项目整体的控制力更强，而且这门课程设计由浅入深，详略得当，极大地拓宽了我的视野，感谢Scott老师带来的优质课程!!!"
95,Node.js项目线上服务器部署与发布,"老师讲的很棒,逐渐在跟老师的所有课程,同时也期待更多nodejs相关的课程"
95,Node.js项目线上服务器部署与发布,还没学完，学的过程中会有很多问题，在问答提问了两次，都得到了老师的及时回复，看得出老师非常认真负责，不会把课卖了就不管学生了。为Scott老师打call！！！
95,Node.js项目线上服务器部署与发布,老师知识很全面，学习者也能学到解决问题的方法
95,Node.js项目线上服务器部署与发布,老师老师，请问怎把几个pdf文件合并为一个dpf文件，搞了大半天没搞出来，急急急
92,聚焦Python分布式爬虫必学框架Scrapy 打造搜索引擎,"重要的事情说三遍,学习python实战最重要,实战最重要,实战最重要!!!!以前一直自己看一点基础教程,但是进展很慢,因为要做一个比赛,所以买了老师的课程,还没看完,但是这里面学到的正则表达式已经帮了我很多忙了,实实在在的代码才是真金白银,理论不是看会的,而是实现了才知道的,以后只买真正的项目课,什么技巧都蕴含其中了,视频可以反复看,这真的很棒,唯一的美中不足就是,缺乏实时沟通的渠道,如果可以有一个实时反馈的渠道就真的是好极了,就不会被小问题卡半天了,"
92,聚焦Python分布式爬虫必学框架Scrapy 打造搜索引擎,这是我参加过第二个爬虫课程，说实话上个爬虫课程很好，感觉很难有讲得更好的。bobby老师的爬虫课程真的是更好的一个爬虫课程，非常的棒。之前我写过不少爬虫，有过一点开发爬虫项目的经验，但是scrapy的工作机制什么确实没有彻底搞懂，这次的课程搞懂了scrapy工作机制，还接触了es，感觉可以把之前难看的爬虫程序和dj es结合在一起，变成好看完整的项目。非常棒，给力。
92,聚焦Python分布式爬虫必学框架Scrapy 打造搜索引擎,"我觉得这个爬虫课程真的很不错。虽然我本身已经有了一些爬虫的基础，但是在听了这个课之后还是有了很多的收获。首先是工具的使用，老师在环境搭建课程中介绍的virtualenvwrapper这个工具我就之前没用过，python2和3之间的切换等等一直是比较头疼的问题。之后就是scrapy的具体使用。老师先从简单的demo实现，然后逐级封装，最后变成一个高可用的框架。所谓授之以鱼不如授之以渔，老师期间也不忘介绍网站工作的各种原理。
唯一的不足就是，，，这门课和《Python高效编程技巧实战》组合起来是有优惠的，我买的时候并没有看到。。。orz，想买的同学一定要看看有没有心动的组合套餐！"
92,聚焦Python分布式爬虫必学框架Scrapy 打造搜索引擎,"首先非常感谢老师的倾囊相授，可谓是传道授业解惑之师也。
其次通过本课程让鄙人学习到了诸多知识，以及如何系统的从零开始打造一个完整的项目，提升了python相关的使用技巧，总之收获很多。
最后再次感谢老师的付出以及慕课网官方。"
92,聚焦Python分布式爬虫必学框架Scrapy 打造搜索引擎,讲的很细致，就是作为初学者可能不能一遍就学过去，得多看两遍才能掌握。
92,聚焦Python分布式爬虫必学框架Scrapy 打造搜索引擎,这个课程覆盖的面挺广，虽然不算很细致，但作为敲门砖非常棒，老师的python功底很深，讲解过程中基本上没什么问题
92,聚焦Python分布式爬虫必学框架Scrapy 打造搜索引擎,老师很有经验，遇到问题解决问题，很符合我们解决问题的一般思路，对于基础不够扎实的我来说消化这些知识能得到很高的提升。
92,聚焦Python分布式爬虫必学框架Scrapy 打造搜索引擎,老师的python功底相当厉害，我还是要好好学习的
92,聚焦Python分布式爬虫必学框架Scrapy 打造搜索引擎,真的拜服老师深厚的python语言功底，不不不，是深厚的编程语言功底与计算机语言思维。
92,聚焦Python分布式爬虫必学框架Scrapy 打造搜索引擎,讲的很细，但是有些术语用的太频繁影响听课效果。
92,聚焦Python分布式爬虫必学框架Scrapy 打造搜索引擎,说的很详细，代码也很溜，就是我基础没有，要多看几遍
92,聚焦Python分布式爬虫必学框架Scrapy 打造搜索引擎,之前买过bobby老师django的课，继续支持scrapy的课程，讲解很细致
92,聚焦Python分布式爬虫必学框架Scrapy 打造搜索引擎,非常好的课程，从头学到尾，有点品三国的味道！
92,聚焦Python分布式爬虫必学框架Scrapy 打造搜索引擎,特别喜欢老师的声音，讲解也非常详尽，让小白完全可以跟得上进度，实力推荐！！
92,聚焦Python分布式爬虫必学框架Scrapy 打造搜索引擎,讲的相当棒，老师的三套视频我全买了，受益颇深，期待老师出一套机器学习的视频
92,聚焦Python分布式爬虫必学框架Scrapy 打造搜索引擎,"一些配置对比最新版本有点差异  所以没点python基础的人学起来可能累。还有如果没有http 协议的知识做支持的话 可能学起来会云里雾里。 
整体而言感觉干货挺多但内容不算很深 适合scrapy 入门  各种特性都介绍了一遍但也没很深入  估计时间精力成本吧  总而言之 是很好的教程"
94,Angular 4.0从入门到实战 打造股票管理网站,感谢老师，课程的讲解规划安排得很好，特别喜欢老师先细讲各小知识点，然后再在实战案例中把前面讲的知识点整合起来带大家写一遍的这样一种教授方式。希望老师还能出一些关于Angular2的其他知识，如动画。。。
94,Angular 4.0从入门到实战 打造股票管理网站,讲的扎实，概念性的东西这么掰开揉碎的讲的课程很少。老师敲代码的水平也是棒棒的，思路太清晰了。
94,Angular 4.0从入门到实战 打造股票管理网站,"买了本ng-book2，看完了，只能说入个门，根本没有吸收到Angular的精髓。就在想要放弃Angular的时候偶遇了这个。之后豁然开朗，开启了追剧模式。

东西不在贵还是便宜，关键是看了之后你Get到了多少。

感谢JOJO老师如此精准的讲解，看得出是做了非常精心的准备，而且具有非常丰富的实战经验，内容极其贴近生产应用。

顺便赞一下慕课网平台的用心，提供了非常不错的代码展示功能，今后还会购买更多的课程！

最后说一下，这个好评绝对不是习惯性好评，而是发自内心的感激！"
94,Angular 4.0从入门到实战 打造股票管理网站,这绝对是国内外最好的Angular 4教程，看过两个国外好评的课程，都没有这个逻辑思维缜密，实战项目也没有这个含金量高。老师讲过的知识点看完能马上明白，这就是和其他教程最大的不同。之前看过的其他教程看完还是云里雾里，没完全明白。希望老师以后能够出品更高级的教程，例如网上暂时没有的rxjs/ngrx实战课程，包含纯rxjs实战以及ngrx相关的single store架构等等，真正能让中级Angular开发人员再上一个台阶的课程
94,Angular 4.0从入门到实战 打造股票管理网站,不知道我是不是对es6不熟，有些语法看不懂
94,Angular 4.0从入门到实战 打造股票管理网站,老师把课程分成了模块来讲，面向对象的教育，很实用，受益匪浅
82,玩转算法面试  leetcode题库分门别类详细解析,这是我第一次在慕课网上看到几乎每一节都在15分钟以上的课程，可见老师对课程内容的准备用心程度之高。我已经看了前三章，老师对每一个概念的讲解都很透彻，配合例子基本上都能完全理解。接触算法有两年多的时间，但在这门课程中接触了许多很多之前不知道的方法和思想，收获颇丰。马上就有算法比赛了，希望能尽快看到老师全部的更新，加油啦！
93,全方位解读带前后台的电商项目 拔高Java开发项目全技能,终于有像样的java实战项目了，才看了1/3，跟着视频的思路一点一点琢磨收获非常大，学习到了很多之前没有接触过或者没有掌握透彻的技术点，比如多模块的打包方式，redis的使用，shiro的细粒度权限管理，jdk8的流式编程和lambda表达式等等，由于主要是讲解核心代码，适合有一定基础的人。
93,全方位解读带前后台的电商项目 拔高Java开发项目全技能,"代码之风骚，令吾心甚难平，于是乎，彻夜研读废寝忘食，仔细品之，数风流人物非你莫属                                                                                                                                                      
                                                                                                     －－秋名山车神"
93,全方位解读带前后台的电商项目 拔高Java开发项目全技能,目前快看完一小半，来发表下自己的感受。首先课程面向的是有项目经验的人群，教程里的项目并非从0一步步敲出来的。其次老师的讲解很仔细，稍微讲解了maven项目的结构，IDEA的使用，照顾了一下我这种eclipse用户。主要的代码还是一步步敲的，感觉视频内容主要是讲解了业务方面和介绍电商项目的经验。包括逻辑怎么实现，哪些注意事项，甚至表结构的设计，表字段属性的原因... 总的来说，干货满满，可以学到很多电商方面的经验。点赞！
93,全方位解读带前后台的电商项目 拔高Java开发项目全技能,"这个课程已经买了这么久了（一年？ 10%
我到现在还记得我听到数据库设计的时候的 枯燥随意极了 想到哪里讲哪里 念经一般还断断续续
项目既然不是从零开始，但是基础代码起码得跑的起来吧？？？我记得当初群里一开始每个人都在那边讨论怎么跑起来阿？老师呢？都是群里的大佬在那边帮忙解决？就这样好几天没弄出来？现在这群已经死了 没人说话了
现在应该圈钱也够了吧。什么慕课网第一个Java实战！都是狗屎噱头！广告做的真的很到位！当初没有花呗 我是个穷学生 我想好好学习 我心疼我这几百块钱 没错 这个课买了以后 我发誓！再也不相信什么支持正版！这是我最后一次在慕课网上买的课！您的课真的是终生受益！谢谢阿！"
84,组件化封装思想实战Android App,"老师的课程讲的非常好 , 学到了很多知识 , 期待下一个项目 ."
84,组件化封装思想实战Android App,绝对的超值，学了三章，已经感觉自己的技术有了很大的飞跃，期待老师的下一个实战项目。。
84,组件化封装思想实战Android App,太及时了，真的都是干货，不仅学会了搭建项目框架，还收获了很多项目实战经验，以后面试绝对有底气！
84,组件化封装思想实战Android App,绝对的纯干货，尤其使我重新认识了封装的思想，由于本人刚刚从事安卓开发，基础薄弱，有些细节还很模糊，再接再厉！！！
84,组件化封装思想实战Android App,这套视频真的不错，从代码入手，注重平时开发中的细节、讲述封装思想，让人举一反三，满满的干活，期待老师的下一部实战！
84,组件化封装思想实战Android App,干活满满，谢谢老师！
57,Yii 2.0开发一个仿京东商城平台,挺好的，扩展了思路
57,Yii 2.0开发一个仿京东商城平台,真心不错
57,Yii 2.0开发一个仿京东商城平台,老师确实讲得好啊
57,Yii 2.0开发一个仿京东商城平台,啥时候出新课程啊啊啊等急了
57,Yii 2.0开发一个仿京东商城平台,挺好的，了解了电商网站的开发过程
57,Yii 2.0开发一个仿京东商城平台,讲的不错！到底是大神！
57,Yii 2.0开发一个仿京东商城平台,学到很多东西，课讲得很好
57,Yii 2.0开发一个仿京东商城平台,讲得很详细，期待高级视频！~！
95,Node.js项目线上服务器部署与发布,不错，对部署流程有了一个比较系统的讲解，会很实用
95,Node.js项目线上服务器部署与发布,非常好，对部署整个流程有个大致的了解，后续继续深入~~~
95,Node.js项目线上服务器部署与发布,讲的很好，一晚上看完，已经把项目部署上线了
95,Node.js项目线上服务器部署与发布,讲的清楚明了，学起来也不困难，给都是点赞！！~！
95,Node.js项目线上服务器部署与发布,让我对Ubuntu的服务器有了很好的掌握
95,Node.js项目线上服务器部署与发布,谢谢老师，一直跟随着您的课程，教学风格风趣，跟着您学到很多东西。
95,Node.js项目线上服务器部署与发布,"感谢老师，希望老师多多加油！
我现在对多人协作开发还是有点不知道怎么入手，一个大型应用，不可能一个人去独立完成，希望能录制一期有关多人协作开发的视频~"
95,Node.js项目线上服务器部署与发布,很强！项目已上线，搞通整个流程很多东西就明白了，对以后工作帮助很大！node就是跟着老师入门的，期待老师更多的课程！！
95,Node.js项目线上服务器部署与发布,我在你之前那个 《Node.js七天搞定微信公众号》 提交了负面评论。当时确实有点冲动……提交了以后马上后悔了。想了一想，现在会node能站出来分享的人不多。应该是积极支持的。跟慕课联系联系。能删除吗。虽然我说的有点过分，但是你出了新课我还是赶紧屁颠屁颠的买来看。哈哈……真是服了。冲动是魔鬼。
95,Node.js项目线上服务器部署与发布,老师讲的很好，目前自己遇到了个问题，老师的案例都是有入口文件来执行pm2。如果自己要搭载一套静态页面生成器做个人博客，没有入口文件，比如gastby这样的，还能使用pm2来实现一键部署吗？
92,聚焦Python分布式爬虫必学框架Scrapy 打造搜索引擎,刚看了前两章，配置过程相当详细，老师很负责任！
94,Angular 4.0从入门到实战 打造股票管理网站,之前对angular的知识并不是很了解的，老师的讲解清晰易懂，让我学到了很多东西。现在刚看到路由那一章，继续学习中（typescript让人晕晕的，哈哈哈）
94,Angular 4.0从入门到实战 打造股票管理网站,"看了31%，有几个问题：
1.关于@符号的翻译前后不一，开篇翻译为装饰器，后面翻译为注解
2.路由参数/stock?id=1和/stock/1这两种方式的代表了两种传统url参数和rest风格url，关于这点应该讲一下
3.4-2 依赖注入的好处章节：开始举的例子不够好，在创建发货单时，订单、产品往往和createShipment是强耦合的
4.3-9 改造股票管理应用：刷新页面后，两个菜单均没有‘active’class属性，此处应该做解释，不应该直接忽略"
94,Angular 4.0从入门到实战 打造股票管理网站,内容还是比较容易理解的，感觉有逻辑性，虽然不能概括所有，但是帮助初学者入门足够了
82,玩转算法面试  leetcode题库分门别类详细解析,非常感谢波波老师的讲解。我是一名自学CS的学生，虽然自诩基础算法掌握的蛮牢固的，但是碰到leetcode上面的题目还是不会错，而波波老师给我带来的是思路上的改变，让我明白了其实算法题没有我想象的难，只不过试错法成本过于高昂，有了波波老师这样的引导，顿时觉得刷题也是件很愉快的事情。
